text,Insult,Threat,Identity_Attack,Profanity,Toxicity,Severe_Toxicity
peoplethings supertanskiii has blamed for her nazi pics her trusted friendscheckmarkbutton ex friend jimcheckmarkbutton the drugsboozecheckmarkbutton the corbynitescheckmarkbutton dark humourcheckmarkbutton societycheckmarkbutton twitter trollscheckmarkbutton herselfcrossmark,0.2926161442585989,0.016040708934724188,0.2967642667334759,0.12042368756344778,0.3561103949021687,0.027123128737595512
straight out of the liz truss playbookirelandpalestinianterritoriesraisedfist,0.00737667844010237,0.001331832333907346,0.003287909831231105,0.004288186793245944,0.017116110298683908,0.0016960325239801265
she blames the incel left,0.19716058783012683,0.0038477630759674118,0.35312302509594345,0.1883488621442055,0.28585002584329444,0.024582688288007765
sounds like trussonomics,0.008213748666778386,0.0007767160925579684,0.010578747679838522,0.007364101960707879,0.018945760963079587,0.004886016961236395
and yet she seemed so proud of her antics years later,0.048350195749523164,0.0031493912579626734,0.011469589208203545,0.031074196273941142,0.11084086494527678,0.0047128053119140185
just for the record the targets of kffls racism and ableismsanism are clear but by advising that her trolling fans use pcrw pfps shes also making sure that plural people are collateral damage so many of us use pcrws to represent ourselves and our headmates fuck her,0.6884260738864975,0.17506784541197032,0.48321663990344693,0.825059771992307,0.8514803316648026,0.6481187865563074
shes in way too deep and i dont think she knows the kind of power she wields over poc trans folks it is super fucked up that everything has escalated and shes straight up just doing an op on her own community,0.38657345396494464,0.011980556252012428,0.5196212977497224,0.5757547636794037,0.4922247990172083,0.13727292128447574
who gives a shit lol he’s a nazi slap him again,0.7290597286015195,0.8170458836300377,0.6969403905716609,0.7944230409650472,0.8854187152943443,0.6938479315415165
hit him harder imo,0.07892607729731588,0.8142614393698395,0.016412520993846397,0.22006992060147038,0.47809803665781675,0.35071741721465344
the mayor of london wants to ban hatred by hatred he just means any idea that doesnt fit within his lefty identity politics soon the word hate will be like the word racism meaningless these words used to mean something but now theyre just political tools,0.06322751222238288,0.0030777634004734346,0.07338407087314841,0.007074604037667492,0.1559089318419417,0.003991089147823686
ban hatred towards mans best friend what kind of sicko hates dogs,0.5216899408341333,0.08554609508458028,0.24143197480951345,0.33720469950406595,0.39102508805773734,0.0806845730744654
as were seeing in canada even mild criticism of anything is being called hatred by the spectacularly uninformed lets face it hatred is a natural human emotion and to try and legislate it out of existence is folly in the extreme,0.08515980289779787,0.0030956698807148506,0.039900722469464654,0.007074604037667492,0.16426800588957582,0.0031827671590721664
except when it serves them,0.008046333520042234,0.003417995931031984,0.002443954265554781,0.007364101960707879,0.02472805660718643,0.0019125472369879019
soon anyone who is unhappy will be on the wrong side of the law rollingonthefloorlaughing,0.02160963901277334,0.006641253667741076,0.011375816015552341,0.009390586362621887,0.07582840283921409,0.002518788766390243
it is already meaningless along with fascist,0.2948807567736127,0.0030419493334057027,0.08718612352588186,0.06859157364170873,0.30759278960478054,0.01513438276799092
to be honest why should hatred be banned yes it is not nice to hate anyone but everyone has the right to hate just as everyone has the right the love,0.01479437701651204,0.006354740854552995,0.021379055754151787,0.019812508413969712,0.09557531332039435,0.0035003224044641403
hey maga nazi greene are you really this stupid or are you just looking for attention or both,0.8760749472787122,0.009327300398434192,0.15114606622146856,0.444759797908597,0.7995640938554948,0.1532176126487071
both,0.010934224425323307,0.000919971807536446,0.0015062261408641542,0.03319722836137273,0.027739669432928712,0.004048826465167682
are you talking to ‘marjorie trailer queen’ in that tone you should be ashamed keep up your good work,0.268182291175451,0.007858927245058121,0.0064996296404337016,0.02205131466951606,0.3081046391168395,0.00820591028683925
both that’s not your call to make our president handled it in the safest way possible just stop talking,0.08101976339937474,0.002092879322573068,0.0016586069452854586,0.006061361307026138,0.15760408771702955,0.0014073460886149544
the former,0.010850519054757125,0.002594274878290184,0.0031003643330203617,0.011344696813460151,0.029305707325437687,0.001681598118966725
yeah it is a good thing bullets fired in the air dont fall back to earth oh wait,0.025011537218975192,0.20167223514021768,0.010531861083512917,0.026031997449870708,0.20311639538106552,0.013979637934659058
if anybody wants to know what absolute hate racism antigay antitrans antilabor divisive fwit looks like this is it nutjack rantville this sht is out there these people are nothing but putrid souls exarmy which is comforting grimacingface block these vile individuals,0.7120749695287736,0.13201997197629062,0.6502188693322084,0.6251527661314461,0.7494272724115169,0.5306388066545757
remind me never to hire ermington plumbing,0.006999997113448398,0.0018242740962113035,0.0032175803169248443,0.0009951497725567693,0.022077836748097525,0.0005124182752022455
youd imagine that ermington plumbing might want to unfollow or maybe theyre sympathetic,0.014581401318204939,0.003453810551392168,0.005749446760499059,0.005482365460945365,0.04509768819515023,0.0011186596532497825
wtf is wrong with you i know you’ve been going through some tough times but please put things into perspective,0.22383243256740107,0.004635670891580158,0.015139051484817851,0.4815101775039744,0.4172618604822269,0.0341269285374275
i see that australian news account follows that account youre baggin ive long suspected it is a rwnj account purposefully espousing anti abc sentiments in a targeted way its not a satire account,0.019195901215148175,0.0025047397106208544,0.010766294065140932,0.005120493586829231,0.058840131538208,0.0018692443246573073
how you hanging on,0.049640090454517664,0.21042129651415517,0.006640288288864082,0.061858141413693835,0.23247058105906704,0.016404603749558815
look at bossi the king cooker,0.019763840816237565,0.0012960181285165007,0.0028190457688857928,0.011417070764535894,0.03725827740684444,0.0025909601860380303
sunday thoughts fuck trumpfuck republicansfuck magatsfuck their civil war stop fucking talking about the fucking election his fat fucking ass lost,0.8837782556416766,0.18019798685094954,0.5196212977497224,0.9874239163118725,0.9821157083905586,0.8524716566720978
thats general mao right,0.007334824102717858,0.003507531098701314,0.009172154859165678,0.008739216565465367,0.029305707325437687,0.0017970727536547155
normally the first words babies say is mama you must have have said fuck you mama i bet your mother regrets not getting an abortion,0.5935675318413121,0.4739729294475493,0.14820458431441091,0.8152561621377274,0.7753361005137993,0.6938479315415165
yet they live in your head rent free,0.17860301719114707,0.014846547520116951,0.008468858829011399,0.0464661709625549,0.2801013199081451,0.01288262966189717
great sunday sermon,0.0012451413701775648,0.0018421811297451695,0.004014649286275567,0.0014474896152019343,0.007353825648249608,0.0006062413931830174
i agree amp here are my thoughts sunday thoughts fuck that fucker trump fuck the fucked up republicans fuck the fucked magats fuck their fucked up fucking civil fucking war stop fucking talking abt the fucking fucked up election his fat fucking fucked up piece of sht ass lost,0.938540351283708,0.19073591188087366,0.5153259745614981,0.9874239163118725,0.9784606246862091,1.0
fuck people that dont pay attention to anything fuck people that think a child groping senile racist got 80 million votes more than hillary or obama while sitting in basement,0.7343595157620424,0.13838253638610226,0.48317893850767724,0.8897463505100409,0.9086638263215588,0.6938479315415165
ha ha what a loser facewithtearsofjoythumbsdownlightskintone overit,0.7288477089192342,0.006104042661725099,0.019214156701711584,0.301376712238699,0.612364884115405,0.0341269285374275
but hes running again,0.005702537986750337,0.005137065894004823,0.005655673694575234,0.007074604037667492,0.02448712762201531,0.0017682040949827183
he should have never been nominated the fact that hes still given platform is insane fuck this man may he rot in hell,0.7553968135349819,0.6366723647489743,0.1607648264923719,0.8460117543335036,0.9152191043763936,0.6912929564900346
no she did like 3 songs with him after the incident,0.018202008014642692,0.006712880141999186,0.01109449897214634,0.04062783537053978,0.12441980634226817,0.007339850980743736
rihanna got over it you should as well,0.019905823513708017,0.007894741865418305,0.008281313330800653,0.02868579020758195,0.09335778942730809,0.003817877347146505
olivia jessie ellie amp lana are all fucking bitches filled to the brim with nasty comments what the fuck is their issue with tanyel at this point aghhhhh im so angry at olivia loveisland loveislandaftersun talkswithash,0.8499813270245699,0.06139872082658349,0.36540484721842215,0.9159841589334932,0.9378861269037085,0.7997366004875314
meh like u guys say when u argue in favour of someone its all just editing and camera shots,0.03180734847451361,0.20385949702562423,0.017940685925409226,0.05708133139971283,0.21493054818920826,0.013344527443875107
why u bringing lana into this ðÿ˜‚ lana literally said to tanyel in todays ep she was being weird in the bed plus tanyel just said on aftersun theyre best friends,0.057379465292890376,0.005065439419746713,0.016794563494010914,0.08777043761566644,0.21219520509750459,0.01109277358100734
fuck michael vick why the fuck is he at the pro bowl i cant watch this anymore piece of fucking trash,0.9574187379905112,0.0627402420029253,0.3630722396848603,0.9999999999999999,1.0,0.9125472998001458
wow i hope you have that same energy when it comes to tyre nichols,0.005325856660096366,0.005459391944321958,0.0036630013345621175,0.005192867537904974,0.023884805670190818,0.001551689230620138
use your remote karen,0.01110163847065851,0.0007319485087233044,0.0008263730286905341,0.005627114422465558,0.020752727840759676,0.0016960325239801265
admitted to funding the operation and participating in the killing of dogs who did not perform well in fights,0.05866936109928584,0.38486334049930043,0.02851049083417118,0.047527684887533284,0.2709909035635574,0.01989264484678363
fuck off drazah you garbage fuck take your cheating side piece with you too,0.9300557090889875,0.17809930708696528,0.46449536869255437,0.9644932451065511,0.9861624914429119,0.9278742895032284
and i know hell see this cause hes definitely the type of person who searches his own name such an ego rollingonthefloorlaughingrollingonthefloorlaughing,0.14349599417567901,0.0021645070417391915,0.005327468787569824,0.01633853439685377,0.2026407422048003,0.0028507779627312043
one is the greatest friend you could ever ask for the other a dumb fuck idiot who fell asleep on a boat in the middle of the gawd damn ocean and got the worst sunburn hes ever felt who is who,0.8782894240226214,0.05156090301643701,0.10395889789423077,0.9099389349899252,0.8854187152943443,0.5345139739899409
is that skrillex,0.010180861772015364,0.0035970655747550803,0.007109152604664156,0.014022552071899376,0.030751284303084204,0.002562091678720837
definitely shoulda had the speedo on though,0.015007353816220089,0.008324509010353733,0.006734061481515286,0.0533660194201797,0.07744632998327806,0.005203571752563955
worst sunburn hes felt so far,0.03374900930526784,0.0075366025779721145,0.007249812013458821,0.010403828033894537,0.11073523011497668,0.003586928380480133
so how was your nap haha,0.02373940921265571,0.003722414671169027,0.00785933523114404,0.026031997449870708,0.07340150547877522,0.003298241793760156
dude your fucking legs shit looks like it hurts facewithtearsofjoy,0.5672495011442314,0.12141568504978065,0.09976570430214354,0.9274210610801559,0.9086638263215588,0.6938479315415165
your grin reminds me of a proud golden retriever after they just did something bad but had fun doin it facewithtearsofjoy i hope your sunburn heals fast,0.08787805492783093,0.008109625437886018,0.014884357329557379,0.02735889170998892,0.20192727266246854,0.008321384921527241
straight lobster legs facewithtearsofjoy hope it aint too bad,0.07334289967314632,0.03968513620497094,0.06211722988665851,0.2257956283504197,0.28699977316356395,0.026732291279644153
shut the fuck up salah you both are using eachother and making a mockery of marriage you deserve one another,0.6882285926967119,0.10020710566383625,0.35263290695093763,0.8492427229418632,0.8612501734886491,0.5345139739899409
if he wants privacy then why is he in her chat,0.015717278317581823,0.004886369084408053,0.008328199546944115,0.053896780090459354,0.0969058276562461,0.005347915197278749
hell find out soon enough if he ever dares leave chantal hell never be able to get rid of her anymore love that for them,0.01578826801421563,0.04064046478336428,0.004975820962583756,0.00982483324718247,0.08634495125307186,0.0035003224044641403
never happened in my house happily married almost 5 years,0.0022914783274718747,0.0024152045429515247,0.003123807504455782,0.002008391443829421,0.011656938250446858,0.0006278929098902364
so translation is she paid him another couple grand to keep the grift up and not expose her,0.056734522345996914,0.007464973337251749,0.0070622662617933155,0.048589203049986485,0.1457097428009224,0.004452987383866039
dont forget mocking religion as well these 2 are disgusting and i bet chantal offered him more money to carry on this bs because shes desperate for money and this is the only content she has,0.5587418396697197,0.009613811828391144,0.46754042488788955,0.27326547382548727,0.5052637597764404,0.0341269285374275
fascinating how his grasp of english fluctuates so wildly from day to day grinningfacewithsmilingeyes,0.06476790955874849,0.0016452040375188708,0.011375816015552341,0.00823259467046034,0.11348166414831727,0.002258970989697069
reader wanted magi to swallow a shame guess theyll just have to fuck her pretty mouth again,0.4368604584334904,0.19948495942249989,0.07799433568071006,0.8022313298668592,0.7958736724688975,0.5345139739899409
ugh no i told you to fuckin swallow you dumb bitch madi let out a growl grabbing magi by the hair and getting her semihard meat right back down that throat,0.7190635898312807,0.47480639536358626,0.21767709203569066,0.9159841589334932,0.8854187152943443,0.7310887358283408
awww pretty dummy madi wrapped her hand into the other ghosts hair tugging her in nice and close to her crotch i guess i better make sure it goes down your throat this time,0.36845660891488125,0.4739729294475493,0.03156681816274922,0.444759797908597,0.5772389621875001,0.12930057938623019
this time wade will be sure to cum down her throat so shes forced to chug down his seed,0.3992176800178918,0.3639338916220152,0.08613782702877078,0.5932383305110709,0.6779630097486399,0.5281335365209531
hell keep fucking that stud baiting face of hers until she remembers to properly swallow a mans jizz his semen is too precious to be wasted on anything other than a womans hole,0.4689658444622835,0.21479582028496824,0.3546522697447902,0.7803532474051904,0.7958736724688975,0.6938479315415165
vr was probably best during the fuck around phase rather than this find out one,0.268182291175451,0.0069635783348270825,0.012594862450922773,0.8492427229418632,0.6943083999842483,0.1253144084371074
or more like even billions of dollars from a megacorp cant change human nature and some basic facts about usability ergonomics economics and laws of physics,0.0076277989574047,0.0009557857362810646,0.0025846136743494456,0.000958962797018896,0.019668546896386342,0.00014434321768258594
yeah i didnt mean virtuality machines either consumer vr was never really a thing until now except for a few obscure flops virtual boy anyone but vr systems that people could see amp try were around even with a good quality did countless public demos myself over the years,0.01316155451828336,0.0061398572820852825,0.015266398562448083,0.02682813739592148,0.04585633926931154,0.0025909601860380303
the tech and the communities have become so sharded…thread,0.01947987101569287,0.003794042528658264,0.011844680711534557,0.015035794802540733,0.05318998165263654,0.0025332230200488396
since i got my quest pro ive mostly been replaying classic pcvr games from 20162019 so i agree completely robinson the journey this week looks sumptuous in the pro once ive done this ill probably redo wilsons heart next,0.004195812129433982,0.004062648031666253,0.004202194911213692,0.005192867537904974,0.016088501334311524,0.0010464880822471908
i think im still in the “fuck around” phase bec thats all i do in vr lol,0.22897729667072805,0.008467764725332207,0.021633749909412255,0.820845772789357,0.6929036836711226,0.25590144198609516
double the products at half the build quality,0.0017683100140348613,0.0017616001704583387,0.0018227093987881633,0.0007237448076009671,0.0084456608756623,0.0003247721754600266
niki is a fucking minor if this is a real inspection then why the fuck are you giggling like youre enjoying what youre doing even if it makes them uncomfortable tangina talaga ng ibang staff sa naia amputa napakaunprofessional ngayon lang kayo nakakita ng lalaki,0.584262511151266,0.05290242142631655,0.21228903666157312,0.8565688931467789,0.7958736724688975,0.6938479315415165
lol pqrt idc that woman needs to be fired and she must be held accountable for what she did kadiri amputa,0.268182291175451,0.3257811956865652,0.35214276346045553,0.12415842836500045,0.38233108801680127,0.0341269285374275
youre a grown ass woman tangina youre so fucking disgusting,0.8507694895421972,0.0752610966328309,0.5637764754745792,0.8713952878345712,0.9564360078982216,0.9264109155741109
who is this woman i cant pass a second without seeing her on my tl and i dont even follow nor care about any celebrities facewithtearsofjoy but ever time i see this one its always a random photo or a video without elaborating who the fuck she is facewithtearsofjoy,0.4674421994343208,0.026549342662286687,0.22358239788703016,0.6996933062982298,0.6373816631819027,0.2705273713693474
i was thinking the same thing an hour ago no one says her name lmao,0.015717278317581823,0.007106834049805558,0.010672519605215917,0.05071223407804937,0.07744632998327806,0.005319046387251947
queen ice spice,0.002103137994565174,0.0003648551512177318,0.0004805857747904041,0.008883964467616856,0.0067115711954993,0.0019702845543318973
ice spice,0.00300298774479625,0.001134855380004159,0.0016468854229314386,0.0033835060485869085,0.005105930974797118,0.0005773727950529415
never really seen her before but her rapping skills sound fire,0.08624710040560825,0.022250358526592157,0.0444747064951947,0.14283205821695452,0.25671915141967033,0.01455701110809901
its okay smilingface,0.0007533630938683193,0.0007990995386675196,0.0010959699437437021,0.002587387289910195,0.0016377516144711148,0.0005124182752022455
shes an anime fan too i think,0.00896711021868538,0.003740320598117991,0.01071940620154152,0.015180543764060927,0.025932701533042023,0.0022156679260116703
olivia loves juicys personality even more than yvonne i fuck with all three of them bbtitans,0.38657345396494464,0.062293066894246914,0.12890838899532236,0.7400449674259114,0.7378389659301258,0.5277816366000555
god bless you brofoldedhandsmediumskintoneredheartredheart,0.0,0.0004543900422408348,0.0006915746345276402,0.0010313367480946408,0.00036929687254505907,0.00034642367703176485
twitter humbled me i thought my ass was fat they talm bout sum “lil booties matter “ fuck yall loudlycryingface,0.5234247574656521,0.14262426305249395,0.23244035032767035,0.7500947110050281,0.8612501734886491,0.6798283749122822
be glorilla still think u the thicks in the room its ok,0.13352745651317055,0.009757068926600748,0.03663358667757586,0.15965417641762147,0.26134784602461636,0.018133880069872627
i definitely thought mine was fat they checked my ass unamusedfaceloudlycryingface,0.2161151253984012,0.008360323630713914,0.06329911225035359,0.650598060827919,0.6969450796946808,0.06439838743215874
lmaooo,0.006455900640058279,0.0007990995386675196,0.0012952372177632279,0.0644818099629565,0.024125734655361938,0.00739758829808773
its wide but i wouldnt call it fatloudlycryingface,0.05608957168929682,0.003525438408881405,0.03513253506912201,0.08948283720630391,0.17755412598322126,0.007686274884807708
nah ts fat,0.1796497005390392,0.0014750877722395968,0.010109884251130113,0.14469942861773083,0.2190335832708958,0.01881784410773946
lmao loudlycryingfacefacewithtearsofjoy,0.005284003424112802,0.0005439252099101646,0.001060805123226881,0.0644818099629565,0.021355050814790773,0.007108902165432168
because lil booties do matterfacewithpeekingeye,0.06765614630392688,0.0030240420232256118,0.011375816015552341,0.3731377761448056,0.26134784602461636,0.03562774159103232
is yo booty hole hairy cause i kno yu aint fuckin with a hairy ass booty loudlycryingfaceloudlycryingfaceloudlycryingfacewomanfacepalmingmediumdarkskintone,0.49531568361871164,0.08286304996543442,0.1689002300989939,0.722385439452617,0.756025963580759,0.6831039653243599
dont pay attention to the negative people they just jealous that they dont look as good as you do,0.06438280471765234,0.0027554374884794126,0.019596197934602294,0.020989801803906378,0.15647397698559365,0.003962220489151689
nah its fat,0.06380516397702234,0.0011706695853950042,0.006452742790653338,0.07920844495932258,0.11337602931801716,0.010284452349029841
fuck liz truss bollocks she needs to be ignored into oblivion we need to keep the pressure on sunak hunt johnson braverman and bully boy raab,0.6952525569556061,0.18364917617935456,0.22653504447633088,0.8141271929105631,0.8514803316648026,0.6938479315415165
most of the presents day tory mps are turn coats without a spine or moral compass,0.37413366995576763,0.004295437531082932,0.013626365035538412,0.012357939544101505,0.32760519269578947,0.005838682243347904
holy fuck taylor is here,0.17836147996348403,0.005208694443109625,0.018450074235930168,0.8492427229418632,0.48477028581417325,0.25590144198609516
actual pic lol,0.0027727938454857022,0.00031113391229302054,0.0007970692228054844,0.03213571337702564,0.01403328442777337,0.006185105693347462
oh but she is,0.0022914783274718747,0.0003245641182818646,0.000627105754671008,0.013805428099934736,0.010179750555825302,0.003442585087120145
on a more serious note shes here now,0.005367710997480878,0.004062648031666253,0.004506956646783681,0.01662803231989416,0.02810106239958209,0.002489919956363441
not funny not funny at all,0.03168599281397737,0.0030956698807148506,0.004835161553789091,0.03346260657777515,0.1457097428009224,0.007051164848088173
stop doing this to me,0.03229276120405003,0.008288695773224677,0.009594132958822292,0.06859157364170873,0.20002469062360584,0.01357547671325109
yall gotta stop with these loudlycryingface,0.01742109381664715,0.006175671902445466,0.007531130324138629,0.022582074280427012,0.08391805389263299,0.003586928380480133
what an amazing dress,0.0055769782787996455,0.0036149735765507347,0.0051399232893590795,0.017641275050535515,0.026535025529279724,0.0039333519818344955
fuck this horrendous woman supertanskii trying to blame corbyn and his supporters for her nazi cosplaying little wonder she defends the racist baddiel,0.17924712747892466,0.0026300885303885777,0.08490974493115369,0.008956338418692603,0.25749059029842863,0.006358317494024643
baddiel rightfully calls out bigots who masquerade as “human rights activists” sound familiar,0.17820046615905147,0.0030956698807148506,0.10395889789423077,0.011489446834349045,0.23689464012426292,0.005578864315299925
shes a serial liar irelandpalestinianterritoriesraisedfist,0.6884260738864975,0.006497996569531473,0.07338407087314841,0.17641075147661192,0.5294135543130463,0.0302498253741103
she is completely delusional is she more concerned that someone she once thought was a friend now finds her so noxious that he is sharing old screenshots or is it the fact shes been outed as someone who found it funny to pose in a hitler moustache neither looks good grimacingface,0.39793329231763197,0.0100435803565577,0.09347590757764367,0.11949001295674665,0.38233108801680127,0.024680399922817675
yes i queried her support for baddiel politely and she went into orbit no debate no discussion just whooooosh wow,0.016569185516414012,0.0032031118052718195,0.0029128184546274747,0.006857479006334148,0.05091402536353282,0.001551689230620138
lefty grifter,0.515514132402446,0.002862879551359495,0.09976570430214354,0.1798813598793573,0.3893116653506633,0.028881897298376633
souperskanky another smearing shyster,0.4643948983643859,0.003776135218478173,0.018832115468820878,0.321991804738542,0.38233108801680127,0.03456182083837914
sorry which baddiel is that and what did they say,0.011771293550598378,0.003776135218478173,0.006405856574509877,0.011417070764535894,0.03953423676256797,0.0018836785783159042
mania was mid as fuck and im glad there are people willing to admit it,0.33801492205846323,0.005459391944321958,0.0300386544984602,0.838500141637066,0.6599706402351184,0.10936970345094361
im never been so disgusted by a singular opinion,0.05802441374678858,0.0047431119861984505,0.043167854459532036,0.08640052133313632,0.19775312266744655,0.0072821136633997394
did we play the same mania,0.01309056261884766,0.005029624799386531,0.010203656176507508,0.02311283283196926,0.048890953788022794,0.003442585087120145
wrong,0.0029820611268044682,0.00020145378144820897,0.00039267378686204174,0.0062422983034529055,0.008188757867914254,0.0015949922943055371
mania is what mid would be if sonic ever actually peaked in any game before or since and held the needle there,0.019337885014019576,0.008324509010353733,0.011375816015552341,0.031074196273941142,0.1022278798886201,0.0044818560425380375
stop taking so many ls,0.0338703605602003,0.0026479954255993303,0.007015380299104617,0.06859157364170873,0.10444539867067336,0.007917224154183689
only good takes,0.008925256982701815,0.00365078681367979,0.005163366460794501,0.015542414578808356,0.030269426332741965,0.004048826465167682
it was about as good as s3ampk and im pretty sure thats all it was trying to be,0.0208997167142135,0.010186834688305047,0.017431297614888284,0.11157707961441729,0.1114746575717718,0.009995766065019474
those are 2 incredibly conflicting statements,0.01252262411915922,0.003991018790945889,0.008093766945498244,0.013588304127970095,0.04155731038249119,0.001999153213003895
finally someone else agrees lol,0.006162926886772383,0.001134855380004159,0.0032410233616328842,0.01496341873272758,0.020150405888935182,0.0034714537457921427
theres not many of us who havent done or said shit that might be construed as inappropriate in the past this sounds like a drunken fuck about and i dont give a toss what tan does now is far more valuable and meaningful shes got my full support,0.43627103270272816,0.005531019801811195,0.032076207740543976,0.8844706519925895,0.6991370995330353,0.2289549136562216
holy shit you love hitler too what the fuck is going on in that fuckin country of yours,0.6884260738864975,0.06408176456249823,0.6969403905716609,0.9587900701299221,0.9564360078982216,0.7666238168727827
i spent years in the royal navy pre social media times thank god as we all said or did things without malace thatd have us cancelled these things now what that guys put up hes had to dig back a long way to find stuff,0.03168599281397737,0.0024152045429515247,0.006827834547439111,0.016917530242934548,0.09646232287762885,0.0015949922943055371
if supertanksi was brexit youd be a brexiteer evidence does not matter,0.020189792212851762,0.002791251693870258,0.012782408836225183,0.004179625866632326,0.054960172603379265,0.0014650834059589497
vulnerable young woman lmao shes nearly 40,0.05802441374678858,0.007106834049805558,0.042187711947782064,0.10174150860605763,0.16042935432355324,0.01432606183872303
sometimes a quote is just too perfect hubris is interesting because you get people who are often very clever very powerful have achieved great things and then something goes wrong they just dont know when to stop margaret macmillan,0.01472338511707634,0.005889159089257386,0.010484974487187316,0.010476204103707691,0.046867879145892966,0.0021434963550090785
well yes,0.0027309406095021365,0.0002618899158826713,0.0007443218653028719,0.01865451778117687,0.009987073811117566,0.0047128053119140185
999 of people that are pissed do not decide to pay homage to hitler this was supertanskiii and her mates acting out a fantasy she may not support the nazis now but it looks like she did in 2009,0.36687537163140327,0.016040708934724188,0.32011174632370076,0.2713069871225354,0.3769282763517985,0.03376735795502841
not hating defending nazi cosplay,0.3673271662998364,0.008431951488203152,0.3712049693437487,0.23386339902243128,0.3781342552572703,0.3507252119870948
what inbthe fuck i cannot,0.08206660094339943,0.006999392955187266,0.009359699977194281,0.8789285116525574,0.5568429045144492,0.25590144198609516
awwww omggggg,0.0014962624381803695,0.0004722973524209275,0.000767765163465673,0.02152055823671122,0.008638337620370033,0.004193169607172866
deserved,0.0057862455601184115,0.005889159089257386,0.0025846136743494456,0.006929855076147299,0.022077836748097525,0.004510724701210035
deserved,0.0057862455601184115,0.005889159089257386,0.0025846136743494456,0.006929855076147299,0.022077836748097525,0.004510724701210035
deserved,0.0057862455601184115,0.005889159089257386,0.0025846136743494456,0.006929855076147299,0.022077836748097525,0.004510724701210035
ally ohmy,0.00478176238950814,0.002558460672899339,0.0035223420524948335,0.013733055208227693,0.01846390197053075,0.002980686851077792
oh myofd oj mygod,0.004907322097458832,0.0008438671225021854,0.0020923063138413318,0.036381773314414,0.01822297298535963,0.005549995656627927
oh my fod,0.032171408847716645,0.002683810045959514,0.006921607106453412,0.29950932065054864,0.17223967385693667,0.024680399922817675
ally,0.003212255026115018,0.0021645070417391915,0.00277215917256019,0.010982823879975314,0.012106516980696038,0.002374445473030255
ally these pics oh myy,0.013871477918244151,0.009613811828391144,0.01175090878615716,0.07304380367866906,0.11062959528467657,0.01109277358100734
oh my goddd,0.005618830413382262,0.002540553639365473,0.004295967850410136,0.03425874546445723,0.027980597395893234,0.004366381407850046
heidi doesnt like digimon im about to misgender this bitch,0.7424152063439693,0.603731932684559,0.46449536869255437,0.7988342522458136,0.9194089247986317,0.6770768656469142
i have nowhere near the same emotional attachment to digimon as pokemon when i was growing up but i cant pretend some of those designs dont go crazy,0.05221988206730857,0.005531019801811195,0.013251272264933592,0.10502003227551085,0.15986429895783527,0.005059228761913576
one of the digimon is a big rabbit with gattling guns for hands what the fuck is wrong with her,0.511506574916925,0.07660261780917269,0.09347590757764367,0.7662834008768985,0.7810252526922884,0.4388967566963299
“damian wayne is little son of a bitch”,0.8837782556416766,0.009398928255923429,0.2900282375559199,0.8843782750416569,0.8854187152943443,0.5333601206364087
he is,0.007544092485437572,0.0025763675681100915,0.0034754554561692314,0.016193785435333577,0.023162017692470862,0.0030961614857657827
maybe he is but he’s my son of a bitch and i’ll defend his stupid ass forever,0.8199727330485059,0.029415333930391217,0.1689002300989939,0.8844706519925895,0.9194089247986317,0.6341966267438892
literally if i see damian slander thats how i feel to a lot of times people just hate him without seeing him grow as a character and even then the writers also apart of the problem ughh,0.04770524839702591,0.006533811189891655,0.024562731427633874,0.049650718034333574,0.15929925381418336,0.004597330677226028
targeted comment are u ready to die james,0.268182291175451,0.7497889396783693,0.047741839752535875,0.21663448323967635,0.5647517885522858,0.20902404377512723
i just want to snuggle up with someome and cuddle fuck all day yellowheart,0.1255526197747581,0.010831486788939314,0.01985089208986276,0.7662834008768985,0.6654386277930953,0.20105170187688162
im avaible,0.0025844531821587165,0.0025226464675084954,0.003053477863422139,0.007074604037667492,0.010243975796659012,0.002114627696337081
so sexy 1010,0.03289953399972649,0.002540553639365473,0.009453473169845485,0.19616502215548345,0.18221214769559235,0.011381460167727314
ill cuddle that,0.010515689862685772,0.010974742503917792,0.007671789859660675,0.036912529747218856,0.06450289034222104,0.005867550599310292
dms open darlin,0.0035052298808018597,0.0010184602153264811,0.0012952372177632279,0.01525291771513667,0.012106516980696038,0.002619828844710028
beautiful,0.00020926728131876685,0.0004946807985304769,0.0006388275304797892,0.0024426383283900014,0.0011560599571431014,0.0006134585502832765
that sounds like a perfect way to spend the day droolingfacefacesavoringfood,0.009469352354690989,0.00603241618746699,0.007484244234722549,0.05655056649195837,0.051419790701893814,0.006502660636029826
damn loving ur nice tits,0.2212600005157376,0.003632879503499699,0.025072118470881005,0.6422488158914264,0.46855828331812216,0.350730418592376
you are my perfect woman,0.0034215223074337857,0.003453810551392168,0.007249812013458821,0.0077259738348240126,0.015317794355480594,0.0015083863182895438
id love to,0.0027309406095021365,0.0035791589561905528,0.004460070430640221,0.00859446654457647,0.014675538880523682,0.001941415895659899
if i had a dream the nigga was with a bitch he was with a bitch right,0.810677613952973,0.035863813592010824,1.0,0.8789285116525574,0.9226633239589418,0.6798283749122822
yeah,0.008171894329393876,0.002880786308247136,0.004835161553789091,0.013443556225818602,0.014290186413314818,0.0018115070073133125
right,0.003902837825447613,0.002039157945325243,0.0027956025974503716,0.004251999817708071,0.005619735968086606,0.0006928472783861276
